State,Item No,Amount
VA,00041,30
OR,00402,29
FL,02012,37
NE,00184,86
UT,00405,106
OK,00006,61
GA,00619,129
MD,02102,14
KY,00062,8
AK,00425,4
AK,00855,6
OK,00940,52
MS,02003,7
CO,00260,485
SD,00350,77
TN,00073,27
ME,00108,3
NJ,01435,23
GA,00294,4
IL,00048,70
ME,00100,23
NH,00041,7
NJ,00855,15
AZ,00620,22
NY,00380,43
WA,02005,163
SD,00180,36
PR,00077,3
SD,00871,101
NJ,02056,28
MB,00820,4
MI,02005,110
AK,00730,3
OK,00493,116
ID,00882,32
MB,00493,3
MA,00101,221
NC,02024,3
VA,03090,4
NM,00180,18
GA,01102,175
AR,00017,59
UT,00625,170
PA,DC188,1833
BC,02102,4
CT,00061,16
NH,00467,84
MO,00851,134
NC,00625,175
MO,02481,3
OR,00115,178
MA,00225,29
NJ,02491,67
NC,00060,299
OR,00375,16
IA,00005,97
AL,00481,4
AZ,00617,17
NJ,00850,482
GA,00060,660
TX,00254,276
NM,02080,10
UT,02075,28
NV,00032,135
NM,04000,17
AL,00610,27
AL,00613,38
KS,00851,43
UT,09011,5
AR,02760,4
BC,00050,8
CT,00056,69
AZ,00775,19
IN,00851,44
MN,00950,23
FL,00123,12
FL,00120,105
AR,00225,56
WY,00620,8
GA,00491,606
MI,02001,19
KY,00613,15
AB,00820,5
IA,00062,80
GA,00130,58
AR,00493,107
OR,00381,13
MN,00375,7
NY,00467,431
ND,00017,32
CT,02488,19
VA,00225,3
WY,01004,42
HI,00379,30
AZ,00970,3
HI,00843,10
MN,00613,187
NC,00950,26
ME,00402,10
ME,02494,9
WA,00617,22
MO,00014,166
WA,02001,10
OH,02075,33
OH,00725,10
LA,02032,4
ND,01005,9
BC,01004,8
MS,00056,117
ND,00855,8
NM,00810,52
MD,00140,28
ON,00493,5
KY,00123,4
ME,00199,17
MA,02032,3
AZ,00017,338
IL,00383,8
OH,00850,454
AL,00493,156
GA,02072,21
AZ,00002,59
CA,00111,459
SD,00745,8
OR,00123,9
HI,00072,3
VA,02493,18
FL,00364,61
TN,02031,78
IA,00630,38
GA,00720,60
AR,00180,27
CO,02024,5
PA,00126,780
OR,00845,11
IL,02012,10
AR,00650,43
MI,00070,234
AR,00241,18
MI,00012,695
WA,00012,323
ID,00520,38
OR,00128,131
AR,00450,37
SD,00402,95
NV,00405,76
SD,01102,26
IA,00250,3
MI,00660,99
MI,00780,43
NE,00024,51
MS,00850,28
AZ,00882,181
CO,VP940,10
NM,00082,44
OH,00964,5
OK,00520,27
WI,00018,187
IL,00780,8
AL,00425,19
AK,00360,11
NE,00760,10
FL,00950,48
NH,00530,6
FL,00901,18
RI,00402,153
WY,00014,40
MN,00492,769
FL,00003,2109
ID,00960,7
KS,00006,11
UT,00697,320
NY,00254,150
AR,00942,22
MB,00129,3
IN,00966,43
KY,00245,20
FL,00610,104
OK,00880,4
SD,00241,6
ID,00044,144
IA,02492,36
AL,00650,72
MO,01488,6
BC,00196,3
IL,00460,41
AL,00881,6
MD,00435,9
TX,00934,52
WY,00060,86
OH,02003,145
IN,00408,32
MA,00004,571
NY,00126,123
IA,00120,75
OH,02078,3
CA,00425,316
VA,00108,7
HI,00192,5
WI,02004,61
WY,00180,22
HI,00720,5
NE,00073,31
GA,00841,24
WY,00199,240
VA,00245,42
FL,00044,572
NV,VP943,3
MT,00950,5
AZ,00250,24
CT,02039,6
SD,00765,35
IA,02061,16
MO,00770,16
IA,00871,23
CT,02060,4
SD,02102,8
ND,00056,49
PA,DC949,47
CA,00881,388
AZ,00100,100
OR,00810,184
ID,00625,12
AR,00184,19
ND,02492,5
ND,00071,11
NE,01488,8
ON,00872,8
MN,00965,67
WA,00942,137
SC,00810,50
ND,00785,4
NY,00140,305
AZ,00821,45
MD,00460,41
UT,00760,32
MT,00195,24
VT,00210,18
WA,00364,31
VA,00101,281
AZ,00942,57
NE,02070,3
HI,00966,17
OR,02061,54
CT,00433,30
CO,00350,63
UT,00024,142
SD,00243,28
CO,02032,53
LA,00854,18
MD,02001,9
SD,02060,6
MS,00995,7
WI,00210,70
MT,00785,14
NY,02400,7
BC,00210,4
TN,00765,4
LA,00225,35
ID,00425,52
MS,00735,15
AZ,00180,104
TX,00120,313
ME,00004,69
NH,00403,9
LA,00619,8
MS,00697,24
ND,00133,28
BC,00045,10
AL,00428,3
NE,00875,180
KY,00697,33
AZ,01004,23
ID,00184,77
KS,00041,15
BC,02491,4
TN,00383,4
CA,00510,360
CA,00199,2059
NY,00039,1806
MT,00058,166
OK,00619,7
PA,VP941,287
LA,00650,22
WI,00019,71
NV,00045,141
NV,00383,6
IN,00126,23
BC,00460,5
ND,01003,32
MT,00882,69
OH,00780,52
IL,02001,7
IA,00188,24
MS,00483,28
UT,00350,108
CT,00379,33
NH,00380,4
MN,00364,24
AL,00406,137
QL,00001,3
MA,02493,40
AR,02044,8
NE,00115,117
TX,00406,1814
ME,00851,9
TX,00003,2059
CT,00031,126
MO,02408,14
NM,00916,45
LA,00061,59
NH,02488,3
UT,02486,25
WY,00155,65
SK,00875,4
CA,00350,534
SC,02102,5
AL,00855,13
ND,00005,22
WA,00150,11
KS,02012,3
TN,00811,18
CO,00745,18
MD,00850,62
SD,02012,6
WA,02494,271
PR,00491,6
WI,00941,125
ID,00001,71
SC,00241,11
NY,02488,279
WA,00850,671
AZ,02482,9
NE,00102,108
NC,00132,4
MD,00126,16
ID,00975,3
QL,00406,3
VA,00508,6
UT,00916,27
WY,01003,32
ID,00901,8
OR,00102,391
MA,02060,3
CO,02483,10
FL,02072,8
MI,00850,1300
MT,00494,244
ID,00108,29
MD,00427,43
IN,00041,12
VA,00942,233
AZ,00425,57
HI,00014,13
LA,01004,5
ND,00882,16
WY,00364,10
ID,00155,91
NC,00071,13
MD,02494,20
UT,00880,1468
IA,00242,3
WA,00019,59
WA,00725,19
KS,00019,13
MB,00880,4
MN,00620,27
AZ,00940,223
HI,00298,8
MT,00740,10
NY,00073,48
AL,00350,17
ID,00180,19
ME,02493,6
OR,00245,24
AZ,00840,45
WI,00126,96
LA,02001,3
IA,00058,71
OR,00872,73
RI,00940,3
NE,02031,9
GA,00483,50
FL,00965,89
MT,00720,8
AR,00660,59
CA,VP943,21
IL,02493,45
AR,00841,6
CA,00155,558
WV,02486,19
KY,04000,4
NC,00882,305
IL,00197,18
IL,00405,13
TX,02056,135
VT,00865,3
WA,00270,82
VA,00780,4
OH,02044,4
MI,00427,360
NE,00481,13
MO,00405,30
WA,02491,81
ID,00114,136
MI,02491,137
OR,00481,12
VA,00881,46
AK,00070,17
WI,02400,7
UT,00123,131
NY,00427,343
NJ,00780,22
TX,00943,615
SC,00155,41
FL,00730,7
TX,00100,632
OK,00199,101
NE,00360,69
NY,00079,241
KY,00510,11
NH,00075,7
IA,00510,33
MT,00610,26
WY,00241,6
CA,00970,28
VT,00006,6
PR,00942,4
VT,00625,10
TN,00435,493
FL,00619,57
WI,00820,85
NJ,00250,3
SC,01003,41
LA,00780,3
WA,00941,351
HI,00132,4
MI,00821,47
MN,00916,118
ME,00022,5
ID,00870,38
SK,00115,5
OH,00617,34
OH,00187,211
MS,00450,52
NM,00450,37
NE,00002,51
NC,02006,3
NV,00050,131
CT,02004,75
GA,00115,525
VA,00039,326
LA,02488,46
SD,00520,41
TN,00785,3
TX,02080,54
VA,00375,21
ON,00941,46
MA,00192,103
IN,00520,37
NJ,00845,15
NJ,02024,3
FL,00854,645
ID,01102,6
NY,00811,74
NJ,00427,134
ON,00022,6
FL,01435,13
MO,00965,15
RI,02408,4
MA,00039,153
MO,00481,67
RI,00379,9
NC,00820,198
CA,00298,268
CA,00210,440
WA,00785,13
AR,00210,43
NY,00840,100
WY,00780,11
NE,00880,84
VT,00001,11
IA,02494,39
MD,00872,20
OR,00225,5
AR,00383,9
UT,00920,3
CO,02062,37
AL,00079,6
MI,00530,102
NV,00039,142
NM,00072,31
FL,00745,41
OH,00483,112
CA,00012,1667
IN,00916,10
NV,00950,3
MN,00508,42
SC,02060,12
WA,00403,195
NC,00730,7
IL,00014,202
ND,02032,50
NY,00785,53
CO,00196,6
NC,00243,63
AZ,00383,9
MN,00660,113
ID,00061,138
IA,00650,146
UT,09121,435
IL,00875,74
MN,00428,11
MT,00101,44
CT,00965,8
OH,00031,662
IA,00225,9
KS,00002,22
ID,02003,63
IN,00002,12
IN,00883,48
HI,00916,26
OK,00061,112
WI,00245,337
TX,00140,659
CO,02070,6
MN,00114,30
MN,00250,9
NV,00755,5
IL,00619,25
ND,00101,18
NV,00132,16
OH,00427,95
SD,00294,3
NV,00845,11
AK,00520,7
NC,02492,43
NE,00260,167
MS,02061,9
NC,00942,274
LA,00375,4
MI,00379,341
IA,02056,8
IN,02061,6
IN,00102,52
SK,00184,5
AK,00380,5
CO,00039,975
CT,00450,21
FL,00075,518
WV,02482,5
BC,00493,34
VT,00491,83
IL,00404,610
MO,00488,213
MS,00625,5
NY,00132,7
NM,02005,8
CA,00200,1151
MS,00115,28
TN,00260,174
CT,00613,34
FL,02483,3
ID,02001,6
AK,00403,69
ND,02493,5
MI,02082,14
SC,00018,37
UT,02044,20
CT,00115,50
NV,00520,11
PA,00133,407
OK,00082,26
MN,00854,288
NY,00031,1692
ME,00966,5
CA,02080,140
TX,00045,528
MS,00491,92
ID,02070,12
HI,00199,37
AR,02012,25
AZ,02056,36
KY,00018,45
PA,DP801,3
MI,00770,59
AR,00022,38
OR,00775,4
IL,00697,102
CT,00195,6
WI,00058,561
CA,00482,371
MN,02005,69
PA,00620,90
WY,00940,38
GA,00881,89
CA,00075,787
NM,00943,31
NE,00062,46
NJ,00132,71
MD,00400,3
ON,02004,5
PA,00180,744
MD,00404,223
RI,02072,4
AK,00625,10
OH,00610,181
MT,00508,16
SC,00022,115
IN,00990,5
KY,00184,17
UT,00019,160
MI,00450,931
UT,00080,287
IL,00975,9
CA,00032,1584
KS,00115,65
OK,00045,22
DE,00199,9
SK,00880,3
MD,00450,10
GA,02061,36
MO,00077,8
ON,02060,8
ID,00780,10
MO,00990,9
WI,00493,467
IL,00720,21
MA,02408,56
ND,00901,6
RI,00408,223
SC,00435,22
IN,00350,23
KS,00871,8
LA,00039,56
SD,00613,82
UT,00270,39
TX,00697,586
ID,00039,363
CA,00992,3
TX,02039,144
IL,00843,244
UT,02074,15
ND,02002,3
MS,00123,155
CO,00697,384
NJ,00383,16
CO,00126,331
MA,00360,20
AR,02003,12
SD,00755,44
OH,02062,5
WA,00073,83
FL,00056,790
PA,09022,88
NJ,00619,30
MA,00966,12
DE,00966,4
MI,00755,56
NJ,00770,17
MS,00058,57
VT,02492,8
UT,04100,27
MA,00408,354
OK,00854,34
MN,03090,5
ON,00004,19
AL,02001,6
IA,02044,7
IL,02435,12
NE,02005,7
VT,00350,5
VA,00950,10
WA,00014,197
ND,00254,6
NM,00855,22
VA,00045,35
OR,02002,26
KY,00101,65
CT,00004,202
NJ,00140,238
AK,00966,11
VT,00871,5
NM,00048,42
WY,00750,7
MN,00960,11
GA,00730,36
UT,00100,365
IN,00245,12
NC,00129,411
AZ,02062,47
WA,02062,10
NJ,00404,416
WI,00024,128
WY,00616,68
MS,00017,191
ND,00820,19
KS,00131,15
RI,00014,129
MO,00491,261
NH,00488,175
TN,00070,83
OK,00018,27
TX,02006,44
NM,00750,6
AK,00435,65
SC,00019,11
NC,01435,42
BC,00041,8
KY,00940,46
WA,00433,563
NM,00003,111
WA,00060,393
AR,02102,19
WY,00725,9
MT,00881,18
SK,00032,3
NY,00720,32
NM,00870,46
BC,00843,52
MI,00060,602
HI,00965,5
AR,00460,101
MI,00383,17
QL,00850,4
MT,02486,3
MI,00433,900
NC,00123,13
TX,00056,1112
WY,00072,55
WI,00740,11
PA,00745,57
IL,00134,8
AL,00854,115
HI,01003,8
FL,00073,236
NY,00365,19
NY,00404,997
NY,00610,63
PA,DC031,1794
OK,00031,111
OH,09001,8
ID,00486,54
FL,00061,684
IA,02102,48
VA,00785,7
FL,00483,64
CO,00041,165
FL,00004,1725
IL,00243,28
WV,00072,34
ON,00192,3
NY,00755,11
MD,00697,51
MN,00930,13
MI,00297,3
MT,00364,6
VT,02003,4
LA,00613,16
AZ,00934,9
MO,00881,16
MN,00260,214
MN,00821,22
RI,00492,138
WI,00970,6
IA,00050,7
SD,00510,26
ID,00031,427
WY,02755,3
WY,00383,14
GA,00425,81
HI,00364,5
NH,00941,8
OR,00941,124
WA,00056,388
MN,00750,24
NC,00619,33
GA,00108,14
PA,00493,1075
TN,00942,66
AB,00843,3
CA,02012,167
CA,00022,1164
MD,00380,29
GA,00901,22
PA,00940,3681
OR,00821,8
PR,00492,5
HI,00940,114
NV,00379,62
WA,09001,30
OK,00851,52
HI,00130,5
TX,00381,42
CA,00520,364
KY,00108,3
BC,00995,4
MA,01005,8
PA,09018,149
MA,00619,5
VA,00482,48
SD,00845,23
LA,00032,9
GA,00129,804
BC,02031,5
AR,00140,8
WA,00697,210
WA,00071,13
MT,00123,5
OH,00404,397
AK,00058,22
MN,00001,233
SC,00126,91
PA,00128,1019
AL,02003,40
UT,00006,119
MS,02075,14
HI,00128,12
MA,01102,3
WA,02039,125
NY,00865,59
NJ,00467,127
UT,02056,134
WY,00966,13
NJ,00625,136
KS,00613,80
NM,00260,86
PR,00004,6
SD,00620,3
WA,00740,20
WV,00006,31
OH,00811,58
CO,00404,890
UT,02491,60
IA,00298,17
IL,00365,4
VA,01102,12
WY,00114,45
NM,00350,13
NC,02082,5
MI,00365,51
GA,03090,55
FL,00780,26
CA,00875,1276
CT,00134,9
ID,00408,68
WI,00883,72
WY,00048,64
IN,00406,100
AK,00050,39
WA,00841,40
MO,00508,12
WY,00061,137
IN,00843,36
AR,00060,41
WA,00995,53
NE,00070,91
MS,00406,99
FL,02493,182
IA,00380,4
AR,00697,36
NJ,00882,223
WA,00188,166
WI,02061,5
SD,00760,33
TN,02003,106
NM,00155,14
FL,00943,775
VA,00138,146
CT,00883,5
VA,00491,361
BC,00404,44
WV,00400,7
KS,00970,3
MA,00840,29
FL,00427,552
PA,00108,99
FL,00845,64
MT,00930,3
WI,00102,851
WA,02435,81
AR,00039,141
MD,00073,11
HI,01004,12
IA,VP940,4
TX,02004,544
NY,00491,1961
HI,00810,19
IA,00920,5
AZ,00200,117
NE,00188,40
IN,00493,94
SD,00002,243
MA,00138,122
CA,00530,394
TN,00660,13
MI,00855,123
SK,00200,4
PA,00960,24
NE,02491,9
WA,00017,249
AL,00060,215
NY,00620,25
CO,00380,21
IA,00775,4
NV,00613,22
NY,00138,324
OR,02004,55
MN,00780,16
TX,01005,23
NJ,00365,7
FL,00941,619
WY,00254,22
NY,00133,561
NY,00130,43
NY,02072,6
SD,00082,112
ND,00012,67
NE,00650,58
DC,00404,4
KY,00078,4
IN,00379,47
AL,01488,3
TN,00730,5
TX,02400,7
AZ,00082,50
OR,00405,3
IL,00870,141
SD,01005,4
MT,00965,29
KS,00960,8
ID,00483,28
RI,00017,73
WA,00134,52
OH,00079,53
MO,00750,20
WY,00770,7
MO,00379,58
IL,00855,12
WA,04000,38
AR,00851,29
NM,02486,6
WI,00115,134
OH,00014,240
NC,00197,11
CT,00820,13
MS,00070,37
CO,00510,45
KY,02408,12
WY,00467,133
FL,00380,58
RI,00039,44
NV,00058,115
UT,00765,28
ND,00140,37
LA,00044,21
CA,00580,4
OR,02408,11
CO,00375,24
OH,00491,336
AR,02062,14
MI,01488,311
OH,00060,199
NJ,00014,159
WA,01488,83
SC,00074,24
CO,00115,433
LA,00014,10
NC,00486,138
UT,DP433,1472
GA,VP943,4
AZ,09001,6
SD,00840,48
IL,00102,415
CT,00101,137
AR,02080,18
WA,00024,59
PA,00880,679
MN,00350,63
MD,00115,38
MN,02408,71
MS,00820,5
CO,00360,34
CT,00070,11
TX,00192,82
NY,00975,3
WY,00225,31
FL,00126,277
AK,00082,6
FL,00150,16
IA,00126,35
IA,00022,24
ND,00942,10
NC,00960,7
SD,00138,294
KS,00100,32
NY,02082,11
IA,00403,28
HI,00613,85
IN,00450,42
MD,00811,24
IN,00108,10
WV,00650,6
PA,02493,306
MS,00100,5
NY,00014,796
TN,00841,9
MN,00616,53
MI,00785,59
MT,00080,96
AR,00850,77
NM,00243,20
GA,00970,8
GA,00854,303
KS,00243,5
AZ,00071,5
OR,00403,105
VA,00770,4
TN,00494,529
NM,00942,37
RI,00995,9
AK,00045,12
AZ,02039,51
CT,00114,59
NE,02494,14
MO,00108,5
MT,00197,3
WV,00078,4
KS,00180,19
NJ,00060,280
MO,02005,10
OR,00934,15
AZ,00995,23
MO,00843,96
NC,00725,6
SD,00995,9
OR,00126,150
ND,02060,12
CO,00613,285
MA,00131,63
CO,00123,23
AR,00050,26
MI,00841,12
CA,09001,109
BC,00131,10
VT,00100,5
FL,01102,18
MB,00056,17
KS,00660,36
TX,00520,194
NV,00060,149
OR,00082,80
MA,00102,637
GA,02003,430
SD,00041,86
UT,00967,9
MN,00150,40
NV,00697,86
WV,02488,32
MI,00965,26
TX,00494,1167
MS,00001,29
MI,00044,467
WI,00123,8
CO,00530,115
TN,00188,15
NC,02745,7
AK,02061,3
NY,00250,79
MD,00520,5
VA,00192,84
MA,00488,415
OK,00408,54
MN,02482,5
MS,00111,6
RI,00031,33
OH,02031,49
CO,00975,5
ID,09001,17
ID,00616,46
CO,00245,144
BC,00871,7
ME,00041,4
PA,00855,89
WA,00494,658
AZ,00031,476
OK,01102,20
AK,00811,15
NM,00854,83
ID,00697,109
CO,00017,499
GA,00197,7
WA,00865,76
SD,00493,139
HI,00402,13
OR,00078,115
CT,02061,4
IA,00006,53
PR,02024,3
CO,00619,54
CO,00134,27
MI,00005,848
LA,00074,18
WY,01488,30
MD,00044,12
MI,00491,1578
NE,00460,68
ME,00102,75
OK,00616,13
UT,DP800,851
WA,00005,493
NV,00180,39
WA,00491,558
MD,00031,68
CT,00184,10
PA,01003,80
NJ,00073,64
UT,09001,29
WV,00298,5
FL,00486,203
PA,02486,76
AZ,VP940,3
NY,00115,424
NY,00942,100
WA,02725,3
ND,00930,5
MI,00131,386
NY,02492,142
IN,00062,61
UT,00056,802
ON,02494,3
NH,00650,7
MD,00005,22
WA,00882,154
UT,00403,564
NV,00811,13
SC,00405,29
VT,00406,10
MO,00425,26
KY,00045,3
MO,00882,121
NY,00120,55
MI,02760,3
VA,00074,50
MN,02493,135
MN,02001,16
OK,00072,8
ME,00493,125
ND,00940,57
OH,00056,193
KY,00061,27
TN,00270,38
MI,00630,271
VA,00379,91
WI,00062,241
NJ,00017,141
UT,00381,30
HI,00250,11
SD,00102,145
WA,00123,10
MD,00491,61
TN,00745,5
IL,00840,54
NE,00200,66
CT,00005,154
ME,00120,9
MO,00184,158
TX,00400,88
TN,02492,82
IL,00360,13
UT,02003,72
NE,00660,28
IL,00128,281
OH,00785,41
UT,00012,447
CO,00130,82
PA,00101,1008
AB,00619,3
OK,00032,53
SD,00488,198
AK,00995,26
WI,01003,7
ME,00128,5
OR,00022,96
NY,01003,43
AK,00017,157
PA,00510,239
MD,00133,17
RI,00488,41
NJ,00785,18
SC,00872,36
WY,02060,7
MO,00364,15
PA,00114,226
WY,00851,37
FL,02056,55
ID,02062,3
TX,02072,24
CA,00196,30
AR,00482,77
PA,00350,175
NM,02001,5
TN,02005,51
AR,01102,6
MI,00364,44
NM,02493,23
AB,00810,5
CA,00014,1180
CT,00123,3
NJ,02031,26
AL,00048,43
UT,00210,236
AR,00031,94
WY,02080,3
ID,00060,110
TN,00001,87
MN,00402,19
IL,00364,11
ID,00383,10
OH,00450,352
SK,00941,5
AZ,00404,533
CA,00770,245
MT,02491,18
TX,00365,164
WV,00200,10
CA,00934,92
MA,00379,59
CT,00080,35
UT,DP803,2217
MI,00720,112
OR,00196,3
VT,00270,41
MT,02032,7
OH,00530,72
CA,00082,692
LA,00379,13
MI,00990,82
WV,02102,4
AK,00493,148
